sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Τούτο έχει ακόμη σοβαρότερες συνέπειες, καθότι ειδικά σ τον τομέα των σχολείων ο ζήλος που επιδεικνύεται από πολλούς κατά την ανάπτυξη των προγραμμάτων έχει τον χαρακτήρα τιμητικού αξιώματος.	έχει	24			ζήλος	14	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'ζήλος'}	NOUN	έχει	24	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	10	[{'id': 16, 'form': 'που', 'lemma': 'που', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Rel'}, 'head': 17, 'deprel': 'nsubj:pass', 'deps': None, 'misc': None}, {'id': 17, 'form': 'επιδεικνύεται', 'lemma': 'επιδεικνύω', 'upos': 'VERB', 'xpos': 'VERB', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}, 'head': 15, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020228-ep-sessions_004-32', 'text': 'Τούτο έχει ακόμη σοβαρότερες συνέπειες, καθότι ειδικά στον τομέα των σχολείων ο ζήλος που επιδεικνύεται από πολλούς κατά την ανάπτυξη των προγραμμάτων έχει τον χαρακτήρα τιμητικού αξιώματος.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχεις	3 -> 2	Τούτο έχει ακόμη σοβαρότερες συνέπειες, καθότι ειδικά σ τον τομέα των σχολείων ο ζήλος που επιδεικνύεται από πολλούς κατά την ανάπτυξη των προγραμμάτων	Τούτο έχει ακόμη σοβαρότερες συνέπειες, καθότι ειδικά σ τον τομέα των σχολείων ο ζήλος που επιδεικνύεται από πολλούς κατά την ανάπτυξη των προγραμμάτων έχεις τον χαρακτήρα τιμητικού αξιώματος.	[{'id': 16, 'form': 'που', 'lemma': 'που', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Rel'}, 'head': 17, 'deprel': 'nsubj:pass', 'deps': None, 'misc': None}, {'id': 17, 'form': 'επιδεικνύεται', 'lemma': 'επιδεικνύω', 'upos': 'VERB', 'xpos': 'VERB', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}, 'head': 15, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	[]	2	2	0	True	True	False	0.0007436687603566	SV-P	ell	3	2	SV	verb	+
Κατάγομαι από μια συνοριακή περιοχή και γνωρίζω σ το μεταξύ ακριβώς την άποψη που επικρατεί σ τον κλάδο: όποιος γνωρίζει καλύτερα τις ρυθμίσεις των εκάστοτε χωρών, μπορεί να κερδίσει περισσότερα χρήματα.	μπορεί	28			όποιος	19	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Ind,Rel', 'lemma': 'όποιος'}	PRON	μπορεί	28	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'μπορώ', 'Gender': 'Masc'}	VERB	9	[{'id': 21, 'form': 'γνωρίζει', 'lemma': 'γνωρίζω', 'upos': 'VERB', 'xpos': 'VERB', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}, 'head': 20, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020204-ep-sessions_087-2', 'text': 'Κατάγομαι από μια συνοριακή περιοχή και γνωρίζω στο μεταξύ ακριβώς την άποψη που επικρατεί στον κλάδο: όποιος γνωρίζει καλύτερα τις ρυθμίσεις των εκάστοτε χωρών, μπορεί να κερδίσει περισσότερα χρήματα.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	μπορείς	3 -> 2	Κατάγομαι από μια συνοριακή περιοχή και γνωρίζω σ το μεταξύ ακριβώς την άποψη που επικρατεί σ τον κλάδο: όποιος γνωρίζει καλύτερα τις ρυθμίσεις των εκάστοτε χωρών,	Κατάγομαι από μια συνοριακή περιοχή και γνωρίζω σ το μεταξύ ακριβώς την άποψη που επικρατεί σ τον κλάδο: όποιος γνωρίζει καλύτερα τις ρυθμίσεις των εκάστοτε χωρών, μπορείς να κερδίσει περισσότερα χρήματα.	[{'id': 21, 'form': 'γνωρίζει', 'lemma': 'γνωρίζω', 'upos': 'VERB', 'xpos': 'VERB', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}, 'head': 20, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0101988858563197	SV-P	ell	3	2	SV	verb	+
πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή ζήτησε από την Πρόεδρο του Σώματος, την προκάτοχό σας, λεπτομέρειες για την ψήφο που έχουν δώσει οι δύο συγκεκριμένοι βουλευτές προκειμένου να διευκρινιστεί περαιτέρω η πιθανότητα να είχαν ασκήσει αθέμιτη επιρροή.	ζήτησε	18			Εισαγγελέας	15	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'εισαγγελέας'}	NOUN	ζήτησε	18	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'ζητώ', 'Gender': 'Masc'}	VERB	3	[{'id': 17, 'form': 'κάποια', 'lemma': 'κάποιος', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Ind'}, 'head': 18, 'deprel': 'det', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020227-ep-sessions_042-26', 'text': 'πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή ζήτησε από την Πρόεδρο του Σώματος, την προκάτοχό σας, λεπτομέρειες για την ψήφο που έχουν δώσει οι δύο συγκεκριμένοι βουλευτές προκειμένου να διευκρινιστεί περαιτέρω η πιθανότητα να είχαν ασκήσει αθέμιτη επιρροή.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	ζητήσεις	3 -> 2	πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή	πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή ζητήσεις από την Πρόεδρο του Σώματος, την προκάτοχό σας, λεπτομέρειες για την ψήφο που έχουν δώσει οι δύο συγκεκριμένοι βουλευτές προκειμένου να διευκρινιστεί περαιτέρω η πιθανότητα να είχαν ασκήσει αθέμιτη επιρροή.	[{'id': 17, 'form': 'κάποια', 'lemma': 'κάποιος', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Ind'}, 'head': 18, 'deprel': 'det', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0023903638725749	SV-P	ell	3	2	SV	verb	+
Εάν το Συμβούλιο Υπουργών δεν εγκρίνει την αύξηση, το μόνο που μπορώ να πω είναι ότι όλες οι δηλώσεις του σ τις συνόδους κορυφής δεν έχουν καμία αξία!	έχουν	26			δηλώσεις	19	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'δήλωση'}	NOUN	έχουν	26	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	VERB	7	[{'id': 21, 'form': 'του', 'lemma': 'μου', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 20, 'deprel': 'nmod', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020228-ep-sessions_004-20', 'text': 'Εάν το Συμβούλιο Υπουργών δεν εγκρίνει την αύξηση, το μόνο που μπορώ να πω είναι ότι όλες οι δηλώσεις του στις συνόδους κορυφής δεν έχουν καμία αξία!', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχετε	3 -> 2	Εάν το Συμβούλιο Υπουργών δεν εγκρίνει την αύξηση, το μόνο που μπορώ να πω είναι ότι όλες οι δηλώσεις του σ τις συνόδους κορυφής δεν	Εάν το Συμβούλιο Υπουργών δεν εγκρίνει την αύξηση, το μόνο που μπορώ να πω είναι ότι όλες οι δηλώσεις του σ τις συνόδους κορυφής δεν έχετε καμία αξία!	[{'id': 21, 'form': 'του', 'lemma': 'μου', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 20, 'deprel': 'nmod', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0074366876035664	SV-P	ell	3	2	SV	verb	+
Η μόνη εξήγηση που μπορώ να δώσω είναι ότι οι δυο ομολογίες κλείνουν και τις αντίστοιχες υποθέσεις και μας αποτρέπουν να ψάξουμε για άλλα κίνητρα , που κάποιοι έχουν συμφέρον να παραμείνουν σ το σκοτάδι.	είναι	7			εξήγηση	2	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'εξήγηση'}	NOUN	είναι	7	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'είμαι', 'Gender': 'Fem'}	VERB	5	[{'id': 5, 'form': 'μπορώ', 'lemma': 'μπορώ', 'upos': 'VERB', 'xpos': 'VbMn', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}, 'head': 3, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	{'sent_id': '2623', 'text': 'Η μόνη εξήγηση που μπορώ να δώσω είναι ότι οι δυο ομολογίες κλείνουν και τις αντίστοιχες υποθέσεις και μας αποτρέπουν να ψάξουμε για άλλα κίνητρα , που κάποιοι έχουν συμφέρον να παραμείνουν σ το σκοτάδι.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	είσαι	3 -> 2	Η μόνη εξήγηση που μπορώ να δώσω	Η μόνη εξήγηση που μπορώ να δώσω είσαι ότι οι δυο ομολογίες κλείνουν και τις αντίστοιχες υποθέσεις και μας αποτρέπουν να ψάξουμε για άλλα κίνητρα , που κάποιοι έχουν συμφέρον να παραμείνουν σ το σκοτάδι.	[]	[{'id': 5, 'form': 'μπορώ', 'lemma': 'μπορώ', 'upos': 'VERB', 'xpos': 'VbMn', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}, 'head': 3, 'deprel': 'acl:relcl', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0014031542469461	SV-P	ell	3	2	SV	verb	+
Το 2001, εκπρόσωποι ομάδων των εξόριστων Θιβετιανών κατάφεραν να πάρουν διαπίστευση για συμμετοχή σε μία συνάντηση μη κυβερνητικών οργανώσεων, υπό την αιγίδα του ΟΗΕ.	κατάφεραν	8			εκπρόσωποι	3	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'εκπρόσωπος'}	NOUN	κατάφεραν	8	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'καταφέρνω', 'Gender': 'Masc'}	VERB	5	[]	{'sent_id': 'gdt-20090224-wikipedia-history_thibet-13', 'text': 'Το 2001, εκπρόσωποι ομάδων των εξόριστων Θιβετιανών κατάφεραν να πάρουν διαπίστευση για συμμετοχή σε μία συνάντηση μη κυβερνητικών οργανώσεων, υπό την αιγίδα του ΟΗΕ.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	καταφέρατε	3 -> 2	Το 2001, εκπρόσωποι ομάδων των εξόριστων Θιβετιανών	Το 2001, εκπρόσωποι ομάδων των εξόριστων Θιβετιανών καταφέρατε να πάρουν διαπίστευση για συμμετοχή σε μία συνάντηση μη κυβερνητικών οργανώσεων, υπό την αιγίδα του ΟΗΕ.	[]	[]	0	0	0	False	False	False	0.0012862004217486	SV-P	ell	3	2	SV	verb	+
Ο δολοφόνος του δεν είχε την πρόθεση , ή και το χρόνο , να μπει σ το σπίτι και να το ψάξει.	είχε	4			δολοφόνος	1	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'δολοφόνος'}	NOUN	είχε	4	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	3	[{'id': 3, 'form': 'του', 'lemma': 'μου', 'upos': 'PRON', 'xpos': 'PnPo', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 2, 'deprel': 'nmod', 'deps': None, 'misc': None}]	{'sent_id': '3848', 'text': 'Ο δολοφόνος του δεν είχε την πρόθεση , ή και το χρόνο , να μπει σ το σπίτι και να το ψάξει.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	είχες	3 -> 2	Ο δολοφόνος του δεν	Ο δολοφόνος του δεν είχες την πρόθεση , ή και το χρόνο , να μπει σ το σπίτι και να το ψάξει.	[{'id': 3, 'form': 'του', 'lemma': 'μου', 'upos': 'PRON', 'xpos': 'PnPo', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 2, 'deprel': 'nmod', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0011248771165058	SV-P	ell	3	2	SV	verb	+
Συνειδητοποιώ με ανακούφιση ότι δεν είμαι ο αρμόδιος Επίτροπος ούτε για τη φορολογία ούτε για τη νομισματική ένωση, αλλά απλά ο Επίτροπος για την ταπεινή πολιτική ανταγωνισμού η οποία, παρόλα ταύτα, έχει να διαδραματίσει ένα ρόλο και προσπαθεί να τον διαδραματίσει δραστήρια - με την υποστήριξη του Κοινοβουλίου, η οποία είναι εμφανής για μία ακόμη φορά σήμερα.	έχει	34			οποία	29	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Rel', 'lemma': 'οποίος'}	PRON	έχει	34	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	VERB	5	[{'id': 33, 'form': 'ταύτα', 'lemma': 'ταύτα', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Plur', 'Person': '3', 'PronType': 'Dem'}, 'head': 35, 'deprel': 'obl', 'deps': None, 'misc': {'SpaceAfter': 'No'}}]	{'sent_id': 'gdt-20020205-ep-sessions_141-2', 'text': 'Συνειδητοποιώ με ανακούφιση ότι δεν είμαι ο αρμόδιος Επίτροπος ούτε για τη φορολογία ούτε για τη νομισματική ένωση, αλλά απλά ο Επίτροπος για την ταπεινή πολιτική ανταγωνισμού η οποία, παρόλα ταύτα, έχει να διαδραματίσει ένα ρόλο και προσπαθεί να τον διαδραματίσει δραστήρια - με την υποστήριξη του Κοινοβουλίου, η οποία είναι εμφανής για μία ακόμη φορά σήμερα.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχεις	3 -> 2	Συνειδητοποιώ με ανακούφιση ότι δεν είμαι ο αρμόδιος Επίτροπος ούτε για τη φορολογία ούτε για τη νομισματική ένωση, αλλά απλά ο Επίτροπος για την ταπεινή πολιτική ανταγωνισμού η οποία, παρόλα ταύτα,	Συνειδητοποιώ με ανακούφιση ότι δεν είμαι ο αρμόδιος Επίτροπος ούτε για τη φορολογία ούτε για τη νομισματική ένωση, αλλά απλά ο Επίτροπος για την ταπεινή πολιτική ανταγωνισμού η οποία, παρόλα ταύτα, έχεις να διαδραματίσει ένα ρόλο και προσπαθεί να τον διαδραματίσει δραστήρια - με την υποστήριξη του Κοινοβουλίου, η οποία είναι εμφανής για μία ακόμη φορά σήμερα.	[{'id': 33, 'form': 'ταύτα', 'lemma': 'ταύτα', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Plur', 'Person': '3', 'PronType': 'Dem'}, 'head': 35, 'deprel': 'obl', 'deps': None, 'misc': {'SpaceAfter': 'No'}}]	[]	1	1	0	True	True	False	0.0002549721464079	SV-P	ell	3	2	SV	verb	+
Η Επιτροπή φαίνεται ότι δεν θεωρεί αποδεκτή την υφισταμένη νομική βάση για πολιτικούς λόγους και γι' αυτό σκοπεύει τώρα να προβεί σε σημαντική τροποποίησή της.	θεωρεί	5			Επιτροπή	1	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'επιτροπή'}	NOUN	θεωρεί	5	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'θεωρώ', 'Gender': 'Fem'}	VERB	4	[{'id': 3, 'form': 'φαίνεται', 'lemma': 'φαίνομαι', 'upos': 'VERB', 'xpos': 'VERB', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}, 'head': 0, 'deprel': 'root', 'deps': None, 'misc': None}]	"{'sent_id': 'gdt-20020116-ep-sessions_132-15', 'text': ""Η Επιτροπή φαίνεται ότι δεν θεωρεί αποδεκτή την υφισταμένη νομική βάση για πολιτικούς λόγους και γι' αυτό σκοπεύει τώρα να προβεί σε σημαντική τροποποίησή της."", 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}"	θεωρείς	3 -> 2	Η Επιτροπή φαίνεται ότι δεν	Η Επιτροπή φαίνεται ότι δεν θεωρείς αποδεκτή την υφισταμένη νομική βάση για πολιτικούς λόγους και γι' αυτό σκοπεύει τώρα να προβεί σε σημαντική τροποποίησή της.	[{'id': 3, 'form': 'φαίνεται', 'lemma': 'φαίνομαι', 'upos': 'VERB', 'xpos': 'VERB', 'feats': {'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}, 'head': 0, 'deprel': 'root', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0029746750414265	SV-P	ell	3	2	SV	verb	+
Ακόμη και σ τις επιτροπές συνδιαλλαγής, οι βουλευτές μας δεν έχουν πρόσβαση σε έγγραφα εργασίας, νομικά σημειώματα ή συνοπτικά πρακτικά.	έχουν	11			βουλευτές	8	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'βουλευτής'}	NOUN	έχουν	11	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	3	[{'id': 10, 'form': 'μας', 'lemma': 'μου', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '1', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 9, 'deprel': 'nmod', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020115-ep-sessions_002-35', 'text': 'Ακόμη και στις επιτροπές συνδιαλλαγής, οι βουλευτές μας δεν έχουν πρόσβαση σε έγγραφα εργασίας, νομικά σημειώματα ή συνοπτικά πρακτικά.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}	έχετε	3 -> 2	Ακόμη και σ τις επιτροπές συνδιαλλαγής, οι βουλευτές μας δεν	Ακόμη και σ τις επιτροπές συνδιαλλαγής, οι βουλευτές μας δεν έχετε πρόσβαση σε έγγραφα εργασίας, νομικά σημειώματα ή συνοπτικά πρακτικά.	[]	[{'id': 10, 'form': 'μας', 'lemma': 'μου', 'upos': 'PRON', 'xpos': 'PRON', 'feats': {'Case': 'Gen', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '1', 'Poss': 'Yes', 'PronType': 'Prs'}, 'head': 9, 'deprel': 'nmod', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.0055249198473505	SV-P	ell	3	2	SV	verb	+
Η Υπουργός Εξωτερικών των ΗΠΑ, Χίλαρι Κλίντον, πήρε τελικά εξιτήριο από νοσοκομείο της Νέας Υόρκης, σ το οποίο νοσηλευόταν τις τελευταίες ημέρες για θρόμβο που είχαν εντοπίσει οι γιατροί σ το κεφάλι της.	πήρε	9			Υπουργός	1	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'υπουργός'}	NOUN	πήρε	9	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'παίρνω', 'Gender': 'Masc'}	VERB	8	[]	{'sent_id': 'gdt-20130103-elwikinews-1-2', 'text': 'Η Υπουργός Εξωτερικών των ΗΠΑ, Χίλαρι Κλίντον, πήρε τελικά εξιτήριο από νοσοκομείο της Νέας Υόρκης, στο οποίο νοσηλευόταν τις τελευταίες ημέρες για θρόμβο που είχαν εντοπίσει οι γιατροί στο κεφάλι της.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}	πήρες	3 -> 2	Η Υπουργός Εξωτερικών των ΗΠΑ, Χίλαρι Κλίντον,	Η Υπουργός Εξωτερικών των ΗΠΑ, Χίλαρι Κλίντον, πήρες τελικά εξιτήριο από νοσοκομείο της Νέας Υόρκης, σ το οποίο νοσηλευόταν τις τελευταίες ημέρες για θρόμβο που είχαν εντοπίσει οι γιατροί σ το κεφάλι της.	[]	[]	0	0	0	False	False	False	5.627126845150223e-05	SV-P	ell	3	2	SV	verb	+
πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή ζήτησε από την Πρόεδρο του Σώματος, την προκάτοχό σας, λεπτομέρειες για την ψήφο που έχουν δώσει οι δύο συγκεκριμένοι βουλευτές προκειμένου να διευκρινιστεί περαιτέρω η πιθανότητα να είχαν ασκήσει αθέμιτη επιρροή.	ζήτησε	18			Εισαγγελέας	15	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'εισαγγελέας'}	NOUN	ζήτησε	18	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'ζητώ', 'Gender': 'Masc'}	VERB	3	[{'id': 17, 'form': 'κάποια', 'lemma': 'κάποιος', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Ind'}, 'head': 18, 'deprel': 'det', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020227-ep-sessions_042-26', 'text': 'πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή ζήτησε από την Πρόεδρο του Σώματος, την προκάτοχό σας, λεπτομέρειες για την ψήφο που έχουν δώσει οι δύο συγκεκριμένοι βουλευτές προκειμένου να διευκρινιστεί περαιτέρω η πιθανότητα να είχαν ασκήσει αθέμιτη επιρροή.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	ζήτησες	3 -> 2	πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή	πρόκειται για αυτό το οποίο αποκαλύφθηκε κατά τη διάρκεια αυτής της διαδικασίας, ότι ο Εισαγγελέας κάποια στιγμή ζήτησες από την Πρόεδρο του Σώματος, την προκάτοχό σας, λεπτομέρειες για την ψήφο που έχουν δώσει οι δύο συγκεκριμένοι βουλευτές προκειμένου να διευκρινιστεί περαιτέρω η πιθανότητα να είχαν ασκήσει αθέμιτη επιρροή.	[{'id': 17, 'form': 'κάποια', 'lemma': 'κάποιος', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Ind'}, 'head': 18, 'deprel': 'det', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0023903638725749	SV-P	ell	3	2	SV	verb	+
